airbnb_listing_id,adr,price_median,price_std,n_dates,first_date,last_date,period_days,occupancy_proxy,est_annual_revenue,est_revenue_observed_period
38262480,1305.7692307692307,1200.0,143.2418645795698,78,2025-01-31,2025-02-26,27,1.0,476605.7692307692,101850.0
38319706,571.2604163461539,590.0,140.74651987358604,208,2025-01-13,2025-04-20,98,1.0,208510.05196634616,118822.16660000001
38447436,1048.0977443609022,1127.0,361.9599318940975,266,2025-01-10,2025-04-20,101,1.0,382555.6766917293,278794.0
38514587,868.5097842105263,874.625,27.40776001975277,247,2025-01-19,2025-04-20,92,1.0,317006.0712368421,214521.9167
38616586,371.54824526315787,367.0,22.888123696869844,38,2025-02-23,2025-04-06,43,0.8837209302325582,119845.91073953488,14118.83332
38638326,665.3287045454546,675.0,143.64602440874367,198,2025-01-24,2025-04-20,87,1.0,242844.97715909092,131735.0835
38693604,596.4285714285714,650.0,87.8163960676265,168,2025-01-21,2025-04-20,90,1.0,217696.42857142858,100200.0
38695314,629.8933333333333,600.0,294.1822278397079,150,2025-01-12,2025-04-20,99,1.0,229911.06666666665,94484.0
38730549,807.6088088082902,767.0,147.73311337771887,193,2025-01-19,2025-04-20,92,1.0,294777.21521502594,155868.5001
38800430,443.6625,415.0,206.2781975354667,80,2025-02-08,2025-04-07,59,1.0,161936.8125,35493.0
38852725,516.3962264150944,450.0,116.61046367644067,159,2025-01-26,2025-04-20,85,1.0,188484.62264150943,82107.0
38899673,565.7662086956522,500.0,150.84344157733415,207,2025-01-23,2025-04-19,87,1.0,206504.66617391305,117113.60519999999
38957661,546.8852459016393,400.0,211.75021136216728,122,2025-01-22,2025-04-20,89,1.0,199613.11475409835,66720.0
38980085,995.0176991150443,930.0,245.93752756162868,226,2025-01-13,2025-04-20,98,1.0,363181.4601769911,224874.0
38998610,195.0,195.0,0.0,68,2025-01-22,2025-04-20,89,0.7640449438202247,54380.89887640449,13260.0
39007372,1101.19203187251,1100.0,4.5775032774406075,251,2025-01-16,2025-04-20,95,1.0,401935.09163346613,276399.2
39051477,1539.6935467741935,1500.0,157.51884069459788,248,2025-01-19,2025-04-20,92,1.0,561988.1445725806,381843.9996
39059902,599.2564102564103,750.0,327.08553374759083,78,2025-01-10,2025-04-07,88,0.8863636363636364,193873.06818181818,46742.0
39109062,1499.9111097435896,1400.0,139.99314635594254,195,2025-01-29,2025-04-20,82,1.0,547467.5550564101,292482.6664
39145712,811.4933333333333,662.0,179.338753392758,75,2025-02-07,2025-03-24,46,1.0,296195.06666666665,60862.0
39316910,684.0,790.0,156.72371048622932,15,2025-03-05,2025-04-20,47,0.3191489361702128,79678.72340425532,10260.0
39363955,406.18795346534654,370.0,73.98767870475943,101,2025-02-03,2025-04-20,77,1.0,148258.60301485148,41024.9833
39394196,353.80434782608694,350.0,12.744641592766087,23,2025-03-15,2025-04-06,23,1.0,129138.58695652173,8137.5
39394644,763.5752203539822,800.0,130.97278489676967,226,2025-01-21,2025-04-20,90,1.0,278704.9554292035,172567.9998
39414948,583.7777777777778,520.0,154.449975820833,162,2025-02-03,2025-04-17,74,1.0,213078.8888888889,94572.00000000001
39420557,799.2590909090909,800.0,39.70569753211822,99,2025-01-27,2025-03-09,42,1.0,291729.5681818182,79126.65
39507664,428.29761904761904,429.0,140.1526731871058,84,2025-02-15,2025-04-16,61,1.0,156328.63095238095,35977.0
39583346,592.8420868907563,700.0,206.4701463767578,119,2025-01-27,2025-04-19,83,1.0,216387.36171512603,70548.20834
39629644,433.64319267605634,350.0,113.04220776310534,71,2025-02-15,2025-04-01,46,1.0,158279.76532676056,30788.666680000002
39635217,415.13936170212764,385.0,89.39704178561223,47,2025-01-22,2025-04-20,89,0.5280898876404494,80019.27808988762,19511.55
39642773,370.6521739130435,400.0,125.86416265011071,46,2025-02-20,2025-04-06,46,1.0,135288.04347826086,17050.0
39685785,540.040778816568,450.0,117.5433745132199,169,2025-02-07,2025-04-20,73,1.0,197114.88426804735,91266.89162
39715668,233.03571428571428,230.0,31.003168040886226,154,2025-01-14,2025-04-19,96,1.0,85058.03571428571,35887.5
39745810,2352.5782516853933,2250.0,119.80254630448286,89,2025-01-22,2025-04-20,89,1.0,858691.0618651685,209379.4644
39820601,345.0,345.0,0.0,33,2025-03-05,2025-04-06,33,1.0,125925.0,11385.0
39837626,461.95652173913044,430.0,52.21762003287046,23,2025-03-04,2025-03-31,28,0.8214285714285714,138504.4642857143,10625.0
39972515,341.34066666666666,323.0,50.86630171891096,150,2025-02-08,2025-04-20,72,1.0,124589.34333333334,51201.1
40023421,479.1438053097345,500.0,85.6074912694868,226,2025-01-12,2025-04-20,99,1.0,174887.48893805308,108286.5
40039627,337.2908577669903,323.0,119.82229246051945,206,2025-01-07,2025-04-20,104,1.0,123111.16308495146,69481.9167
40191152,1999.7543855263157,2500.0,639.5885604988798,76,2025-01-22,2025-04-07,76,1.0,729910.3507171052,151981.3333
40209404,347.0298913043478,311.0,113.59082775826485,184,2025-01-14,2025-04-20,97,1.0,126665.91032608695,63853.5
40236441,237.25531914893617,193.0,55.35280837504657,47,2025-01-14,2025-03-31,77,0.6103896103896104,52858.63636363637,11151.0
40246675,357.18095238095236,350.0,118.19776195756228,105,2025-02-25,2025-04-20,55,1.0,130371.04761904762,37504.0
40250642,983.4350563380281,900.0,144.51927290953452,213,2025-01-18,2025-03-31,73,1.0,358953.79556338023,209471.667
40289385,2586.3951612903224,2500.0,332.19196426726523,62,2025-02-01,2025-04-20,79,0.7848101265822784,740887.6265822784,160356.5
40320100,783.2199986666667,760.8333,38.46698462903838,75,2025-02-03,2025-04-19,76,0.9868421052631579,282113.7824144737,58741.4999
40342798,656.1111111111111,700.0,89.54720291772153,216,2025-01-30,2025-04-20,81,1.0,239480.55555555553,141720.0
40351988,364.72340425531917,333.0,79.80969386009792,141,2025-02-15,2025-04-14,59,1.0,133124.0425531915,51426.0
40371384,597.9007762711864,601.0,205.2013669498801,236,2025-01-06,2025-04-20,105,1.0,218233.78333898302,141104.5832
40391575,10000.0,10000.0,0.0,7,2025-04-14,2025-04-20,7,1.0,3650000.0,70000.0
40400432,586.53125,500.0,97.61228272146512,64,2025-01-11,2025-04-07,87,0.735632183908046,157487.01149425286,37538.0
40449599,590.4106145251396,537.0,118.22124280240543,179,2025-01-28,2025-04-20,83,1.0,215499.87430167597,105683.5
40532740,309.625,330.0,46.05442015034621,40,2025-02-23,2025-04-16,53,0.7547169811320755,85292.9245283019,12385.0
40560834,718.397492920354,736.0,230.65414374306098,226,2025-01-16,2025-04-20,95,1.0,262215.08491592924,162357.8334
40576710,541.5254237288135,500.0,85.17352590390728,59,2025-01-22,2025-04-17,86,0.686046511627907,135601.74418604648,31949.999999999996
40777141,1545.2727272727273,1508.0,71.45973346223386,22,2025-01-29,2025-02-27,30,0.7333333333333333,413617.99999999994,33996.0
40794806,700.0096153846154,709.0,25.7164955043575,52,2025-01-13,2025-03-05,52,1.0,255503.5096153846,36400.5
40892344,424.39054054054054,419.0,50.58350318299086,148,2025-01-27,2025-04-20,84,1.0,154902.5472972973,62809.8
40899047,297.4864864864865,290.0,18.400817647324534,37,2025-02-24,2025-04-07,43,0.8604651162790697,93431.51162790698,11007.000000000002
40910065,604.7113636363637,650.0,163.9703445516048,88,2025-01-22,2025-04-19,88,1.0,220719.64772727274,53214.600000000006
40960741,288.04,275.0,53.72991516635573,75,2025-01-17,2025-04-06,80,0.9375,98563.6875,21603.0
40971559,751.4883720930233,800.0,87.12084159184688,86,2025-01-29,2025-03-12,43,1.0,274293.25581395347,64628.0
41141790,729.1695652173912,723.0,64.64008568797975,69,2025-01-31,2025-03-10,39,1.0,266146.8913043478,50312.7
41147466,537.8225314814815,540.0,28.248840595716064,108,2025-03-07,2025-04-20,45,1.0,196305.22399074075,58084.8334
41193865,410.9046052631579,400.0,24.034845258460013,152,2025-01-15,2025-04-20,96,1.0,149980.18092105264,62457.5
41227471,685.1521739130435,610.0,174.0446367743384,207,2025-01-11,2025-04-20,100,1.0,250080.54347826086,141826.5
41260111,1833.6403688073394,1763.0,187.12915894553367,218,2025-01-12,2025-04-20,99,1.0,669278.7346146789,399733.6004
41270247,603.421985106383,600.0,9.548175684459052,47,2025-02-22,2025-04-20,58,0.8103448275862069,178477.6578362069,28360.8333
41285546,647.6923076923077,850.0,287.17938893410656,234,2025-01-12,2025-04-19,98,1.0,236407.6923076923,151560.0
41404141,703.0533333333334,690.0,32.04713094219226,165,2025-02-12,2025-04-20,68,1.0,256614.4666666667,116003.80000000002
41473656,724.3479896551725,700.0,58.74098208704395,58,2025-03-10,2025-04-12,34,1.0,264387.016224138,42012.1834
41478160,488.51724137931035,400.0,100.11872262813613,29,2025-01-27,2025-03-05,38,0.7631578947368421,136077.76315789475,14167.0
41493620,763.371187890625,750.0,32.52379099861063,256,2025-01-13,2025-04-20,98,1.0,278630.4835800781,195423.0241
41532894,861.2321850574713,950.0,274.880060730523,174,2025-01-22,2025-04-11,80,1.0,314349.747545977,149854.4002
41533462,620.4507042253521,750.0,212.1355893043338,71,2025-01-12,2025-04-07,86,0.8255813953488372,186964.88372093023,44052.0
41590719,420.3419540229885,400.0,101.61268706161782,174,2025-01-14,2025-04-20,97,1.0,153424.8132183908,73139.5
41634696,502.6666666666667,500.0,15.107114204850426,84,2025-01-07,2025-04-06,90,0.9333333333333333,171241.77777777778,42224.0
41664387,180.64444444444445,180.0,4.3230647564995905,45,2025-01-28,2025-04-07,70,0.6428571428571429,42386.92857142857,8129.0
41676390,607.9814810699588,600.0,20.393943395320605,243,2025-01-21,2025-04-20,90,1.0,221913.24059053496,147739.4999
41682475,469.7674418604651,400.0,128.23877231263756,43,2025-01-27,2025-04-20,84,0.5119047619047619,87773.80952380951,20200.0
41686810,95.42372881355932,100.0,4.947939866384668,59,2025-02-13,2025-04-20,67,0.8805970149253731,30670.895522388062,5630.0
41702158,1286.1386138613861,1200.0,150.51890444080243,101,2025-02-08,2025-04-17,69,1.0,469440.59405940596,129900.0
41761142,395.1862745098039,277.0,179.37508300710303,102,2025-01-16,2025-04-17,92,1.0,144242.99019607843,40309.0
41762297,1664.3,1651.25,87.01180430292388,160,2025-01-14,2025-04-19,96,1.0,607469.5,266288.0
41769298,1096.321052631579,1100.0,95.35373895803797,190,2025-01-07,2025-03-31,84,1.0,400157.18421052635,208301.00000000003
41786765,250.0,250.0,0.0,13,2025-03-29,2025-04-10,13,1.0,91250.0,3250.0
41883230,535.4716981132076,470.0,166.69370849804196,53,2025-02-04,2025-04-20,76,0.6973684210526315,136298.68421052632,28380.000000000004
41888100,552.9491448717949,531.0,210.698721004619,78,2025-01-29,2025-04-16,78,1.0,201826.43787820515,43130.0333
42003334,655.0651145348837,500.0,239.27049386260023,172,2025-01-30,2025-04-16,77,1.0,239098.76680523256,112671.1997
42013117,569.0064076923077,590.0,115.6909211590639,26,2025-01-29,2025-03-12,43,0.6046511627906976,125578.39090697674,14794.1666
42138941,1182.608695652174,1200.0,56.767124234559304,69,2025-01-27,2025-04-05,69,1.0,431652.1739130435,81600.0
42180312,194.86666666666667,200.0,20.30401702483114,60,2025-01-27,2025-04-07,71,0.8450704225352113,60106.76056338029,11692.0
42270655,517.2512872972973,490.0,137.8555147391599,74,2025-02-02,2025-04-16,74,1.0,188796.7198635135,38276.595259999995
42335961,612.3823529411765,500.0,207.03137689030737,204,2025-01-08,2025-04-17,100,1.0,223519.5588235294,124926.0
42362925,1104.5186170212767,999.0,362.5809936059533,188,2025-01-07,2025-04-17,101,1.0,403149.295212766,207649.5
42515348,840.4761904761905,900.0,107.33469768527296,63,2025-02-18,2025-04-07,49,1.0,306773.8095238095,52950.0
42588365,427.79402509433964,390.0,51.897987434637564,106,2025-03-07,2025-04-18,43,1.0,156144.81915943397,45346.16666
42625075,1072.702302631579,1000.0,102.70938770374087,152,2025-01-06,2025-04-20,105,1.0,391536.3404605263,163050.75
42704327,1290.8878053658536,1394.0,550.0854363102501,205,2025-01-16,2025-04-20,95,1.0,471174.0489585366,264632.0001
42709234,695.8037829787235,420.0,299.54319806506584,141,2025-01-14,2025-04-20,97,1.0,253968.38078723405,98108.3334
42735835,249.0,200.0,86.70531990598961,33,2025-01-28,2025-04-06,69,0.4782608695652174,43466.739130434784,8217.0
42788291,632.5925925925926,700.0,123.73793343397223,54,2025-01-28,2025-04-02,65,0.8307692307692308,191821.53846153847,34160.0
42841323,484.92452830188677,500.0,60.15959513487809,53,2025-01-20,2025-04-08,79,0.6708860759493671,118745.12658227848,25701.0
43300431,2417.0454545454545,2500.0,339.10686984268494,88,2025-01-09,2025-04-06,88,1.0,882221.5909090909,212700.0
43379132,440.3207547169811,390.0,135.7599371040528,53,2025-01-29,2025-04-16,78,0.6794871794871795,109205.19230769231,23337.0
43499385,595.5942028985507,585.0,75.35939748583995,69,2025-01-28,2025-04-20,83,0.8313253012048193,180723.3734939759,41096.0
43712530,667.6666666666666,701.0,47.51909633114916,63,2025-02-08,2025-02-28,21,1.0,243698.3333333333,42063.0
43754654,906.1732456140351,897.0,175.87168563951363,228,2025-01-23,2025-04-19,87,1.0,330753.2346491228,206607.5
44075219,2541.134090909091,2591.6191,478.79603523610876,22,2025-01-10,2025-01-23,14,1.0,927513.9431818182,55904.95
44153810,188.375,199.0,13.472785808688887,48,2025-03-04,2025-04-20,48,1.0,68756.875,9042.0
44192417,339.7692307692308,310.0,99.68779198299734,39,2025-01-14,2025-04-07,84,0.4642857142857143,57578.75,13251.0
44369632,723.0,705.0,32.337505867247785,15,2025-01-15,2025-02-17,34,0.4411764705882353,116424.26470588235,10845.0
44425260,496.6181818181819,450.0,93.43557370491408,66,2025-01-31,2025-04-20,80,0.825,149544.15,32776.8
44890294,1000.0,1000.0,0.0,2,2025-02-10,2025-02-11,2,1.0,365000.0,2000.0
44895797,703.9130434782609,705.0,2.1087058391832514,23,2025-01-27,2025-02-18,23,1.0,256928.26086956522,16190.0
45002455,432.5438596491228,250.0,226.09480234875548,57,2025-02-27,2025-04-17,50,1.0,157878.50877192983,24655.0
45184991,648.0,648.0,0.0,62,2025-01-29,2025-03-31,62,1.0,236520.0,40176.0
45350304,729.5034482758621,450.0,298.4747831368378,145,2025-02-01,2025-04-20,79,1.0,266268.7586206897,105778.0
45382246,648.5394736842105,850.0,260.13220083878315,38,2025-01-31,2025-04-02,62,0.6129032258064516,145084.5564516129,24644.5
45480718,343.5925925925926,450.0,141.34715349379246,27,2025-02-10,2025-04-20,70,0.38571428571428573,48372.92857142858,9277.0
45512442,676.2868852459017,790.0,243.92677280651932,61,2025-01-10,2025-04-07,88,0.6931818181818182,171108.26704545456,41253.5
45513430,782.9213483146067,780.0,97.37698821859829,89,2025-01-22,2025-04-20,89,1.0,285766.2921348314,69680.0
45531969,648.3824175824176,650.0,31.139423363699013,91,2025-02-16,2025-04-20,64,1.0,236659.58241758242,59002.8
45621607,348.5290706989247,350.0,72.38865031752621,186,2025-02-01,2025-04-20,79,1.0,127213.11080510753,64826.40715
45687710,419.45569620253167,350.0,162.71367874700118,79,2025-02-01,2025-04-20,79,1.0,153101.32911392406,33137.0
45711835,890.625,900.0,20.15564437074638,16,2025-02-05,2025-02-23,19,0.8421052631578947,273750.0,14250.0
45726200,1491.4364406779662,1590.0,328.52775414251334,118,2025-01-11,2025-04-20,100,1.0,544374.3008474576,175989.5
45768161,696.6404761904762,850.0,222.6312403218296,210,2025-01-09,2025-04-20,102,1.0,254273.77380952382,146294.5
45780750,850.0,850.0,0.0,12,2025-04-08,2025-04-19,12,1.0,310250.0,10200.0
45803876,531.8184523809524,450.0,143.08585500663492,168,2025-01-20,2025-04-20,91,1.0,194113.73511904763,89345.5
45822839,455.3551912568306,390.0,73.12310531285642,183,2025-01-13,2025-04-20,98,1.0,166204.64480874318,83330.0
45889892,624.5264900662252,595.0,50.994592461013966,151,2025-01-13,2025-04-20,98,1.0,227952.16887417217,94303.5
45911573,1017.1358024691358,1100.0,293.5640370126431,81,2025-01-20,2025-03-10,50,1.0,371254.56790123455,82388.0
45911990,661.1181781818182,560.0,170.55623326677514,55,2025-01-27,2025-03-31,64,0.859375,207374.17854687502,36361.4998
45923984,344.44202898550725,300.0,72.7384156044535,69,2025-02-16,2025-04-17,61,1.0,125721.34057971014,23766.5
45973790,652.130632046332,657.0,78.94072539062998,259,2025-01-06,2025-04-20,105,1.0,238027.6806969112,168901.8337
46011731,607.3809523809524,590.0,225.4640716811608,21,2025-02-12,2025-04-06,54,0.3888888888888889,86214.35185185185,12755.0
46036384,341.0257352941176,330.0,33.67091941527812,136,2025-01-23,2025-04-20,88,1.0,124474.39338235294,46379.5
46048925,975.5770623893806,910.0,97.7761605857772,226,2025-01-13,2025-04-20,98,1.0,356085.6277721239,220480.4161
46048941,371.8235294117647,400.0,94.3762523379033,34,2025-02-11,2025-04-06,55,0.6181818181818182,83896.90909090909,12642.0
46072703,746.7916666666666,584.0,208.46398784675486,108,2025-02-10,2025-04-16,66,1.0,272578.9583333333,80653.5
46088002,648.0,648.0,0.0,159,2025-01-28,2025-03-31,63,1.0,236520.0,103032.0
46116173,415.9347826086956,300.0,175.34168141935547,69,2025-02-25,2025-04-20,55,1.0,151816.1956521739,28699.5
46220279,680.4665024630542,697.0,100.69147348587256,203,2025-01-27,2025-04-16,80,1.0,248370.27339901478,138134.7
46222390,483.32876712328766,500.0,45.98974970170605,73,2025-01-30,2025-04-19,80,0.9125,160978.6875,35283.0
46298558,588.592,490.0,167.84272092569856,125,2025-01-30,2025-04-20,81,1.0,214836.08,73574.0
46327705,1014.2027783333334,950.0,91.49095186890347,120,2025-02-16,2025-03-27,40,1.0,370184.0140916667,121704.3334
46372862,425.2925675675676,518.0,119.12642837403006,74,2025-01-24,2025-04-07,74,1.0,155231.78716216216,31471.65
46451253,595.7983870967741,440.0,217.87812970279953,186,2025-01-24,2025-04-20,87,1.0,217466.41129032258,110818.49999999999
46530405,1048.6708702702704,984.0,147.59576173079122,222,2025-01-24,2025-04-20,87,1.0,382764.8676486487,232804.93320000003
46550767,757.9468085106383,800.0,56.20767303134675,141,2025-01-28,2025-03-31,63,1.0,276650.585106383,106870.5
46598066,1052.6912442396313,1000.0,127.81938943313753,217,2025-01-26,2025-04-20,85,1.0,384232.3041474654,228433.99999999997
46604700,350.73754781609193,350.0,14.976092690501625,87,2025-01-22,2025-04-20,89,0.9775280898876404,125142.36888651684,30514.16666
46678933,760.2484472049689,750.0,86.26232021107917,161,2025-01-14,2025-04-20,97,1.0,277490.68322981364,122399.99999999999
46690986,1315.2637362637363,1299.0,328.022351378169,91,2025-01-06,2025-04-06,91,1.0,480071.26373626373,119689.0
46704215,583.6955909090909,580.0,18.9125868835786,11,2025-02-03,2025-02-13,11,1.0,213048.8906818182,6420.6515
46710652,595.7307692307693,550.0,158.51792529295867,182,2025-01-26,2025-04-20,85,1.0,217441.73076923078,108423.00000000001
46724379,474.3774512605042,481.0,225.435651930618,238,2025-01-10,2025-04-19,100,1.0,173147.76971008402,112901.8334
46755580,300.0,300.0,0.0,58,2025-02-02,2025-03-31,58,1.0,109500.0,17400.0
46769078,906.97165907173,988.0,335.2366104675427,237,2025-01-07,2025-04-19,103,1.0,331044.6555611814,214952.2832
46866680,504.5903614457831,450.0,106.30149075548404,166,2025-01-12,2025-04-20,99,1.0,184175.48192771085,83762.0
46878566,507.6,500.0,91.25977433394876,210,2025-01-29,2025-04-19,81,1.0,185274.0,106596.0
46896012,632.6616438356165,550.0,122.2189410571914,146,2025-02-15,2025-04-20,65,1.0,230921.5,92368.6
46936020,398.24074074074076,380.0,67.71999375485743,54,2025-01-25,2025-03-31,66,0.8181818181818182,118929.16666666667,21505.0
46990438,531.5413793103448,600.0,89.04002613843899,174,2025-01-31,2025-03-31,60,1.0,194012.60344827586,92488.2
47000276,630.6464646464647,500.0,174.21065790935543,99,2025-02-16,2025-04-20,64,1.0,230185.9595959596,62434.0
47006355,704.437037037037,592.0,177.04279912636557,135,2025-01-25,2025-04-06,72,1.0,257119.5185185185,95099.0
47052262,429.202291875,399.0,124.7854841420905,160,2025-01-24,2025-04-20,87,1.0,156658.836534375,68672.3667
47089646,526.0039215686274,472.0,94.88696376286865,51,2025-02-15,2025-04-06,51,1.0,191991.431372549,26826.2
47172145,623.4198889502762,700.0,114.37914165188599,181,2025-01-13,2025-04-19,97,1.0,227548.2594668508,112838.9999
47213093,290.5,290.5,60.96360831234925,66,2025-02-17,2025-03-31,43,1.0,106032.5,19173.0
47222306,199.68085106382978,175.0,44.94446156476791,47,2025-01-27,2025-04-06,70,0.6714285714285714,48936.07142857142,9385.0
47232230,934.2765957446809,903.0,46.17627008100478,47,2025-02-12,2025-02-27,16,1.0,341010.9574468085,43911.0
47254288,504.97687861271675,450.0,148.9432916027308,173,2025-02-08,2025-04-20,72,1.0,184316.5606936416,87361.0
47260862,513.952380952381,450.0,104.05124301112974,105,2025-01-29,2025-04-20,82,1.0,187592.61904761905,53965.0
47269826,670.8520833333333,702.0,48.86782112969929,36,2025-02-17,2025-02-28,12,1.0,244861.01041666666,24150.675
47325492,666.9348066371681,630.2857,116.85715655779948,226,2025-01-22,2025-04-20,89,1.0,243431.20442256634,150727.2663
47326216,1141.5223214285713,1100.0,49.682247661547855,224,2025-01-18,2025-04-20,93,1.0,416655.6473214285,255700.99999999997
47402735,462.0257575757576,399.0,101.0772139133948,66,2025-01-25,2025-04-20,86,0.7674418604651163,129420.93604651163,30493.7
47421617,404.18981499999995,370.0,46.75873847016182,36,2025-02-24,2025-03-31,36,1.0,147529.28247499999,14550.833339999997
47543180,237.82894736842104,250.0,35.81658914974288,38,2025-02-20,2025-04-20,60,0.6333333333333333,54978.12499999999,9037.5
47558531,783.0381753138075,895.2,176.09752477408438,239,2025-01-21,2025-04-20,90,1.0,285808.93398953974,187146.1239
47783121,458.4162568852459,450.0,83.72801309505871,122,2025-02-10,2025-04-20,70,1.0,167321.93376311476,55926.78334
47802450,209.9655172413793,210.0,31.26440554667867,29,2025-02-25,2025-04-09,44,0.6590909090909091,50511.02272727273,6089.0
47816646,528.2465753424658,590.0,148.4823952174052,73,2025-01-12,2025-04-06,85,0.8588235294117647,165589.76470588238,38562.0
47891397,514.9623020138889,548.7857,91.93265157100879,144,2025-01-13,2025-04-20,98,1.0,187961.24023506945,74154.57149
47909482,920.4424482758621,1000.0,237.8065646179582,174,2025-01-15,2025-04-17,93,1.0,335961.49362068967,160156.986
48080102,482.3478260869565,450.0,190.61649172697284,92,2025-02-23,2025-04-16,53,1.0,176056.95652173914,44376.0
48109229,549.0542635658915,480.0,151.17019330860577,129,2025-02-07,2025-04-20,73,1.0,200404.80620155038,70828.0
48158176,380.1388888095238,390.0,76.00058492943488,84,2025-02-05,2025-04-20,75,1.0,138750.69441547617,31931.66666
48243472,1369.8360225806452,1414.3125,183.19615829827723,124,2025-01-12,2025-03-31,79,1.0,499990.14824193553,169859.6668
48254075,490.5686274509804,509.0,39.972618078860336,51,2025-01-29,2025-02-28,31,1.0,179057.54901960783,25019.0
48526011,556.6820507692307,500.0,157.8153857720075,65,2025-01-18,2025-04-05,78,0.8333333333333334,169324.12377564103,36184.3333
48624860,350.0,250.0,111.00193048514328,29,2025-01-10,2025-04-17,98,0.29591836734693877,37803.57142857143,10150.0
48699117,452.39406779661016,380.0,148.9031815841277,118,2025-01-12,2025-04-15,94,1.0,165123.8347457627,53382.5
48848529,1088.4155844155844,1000.0,296.43133308462996,231,2025-01-16,2025-04-17,92,1.0,397271.6883116883,251424.0
48941838,410.51724137931035,370.0,105.74657833984374,116,2025-02-08,2025-04-15,67,1.0,149838.7931034483,47620.0
49050392,741.304347826087,700.0,49.41742484962814,138,2025-02-09,2025-03-31,51,1.0,270576.0869565217,102300.0
49123621,770.3783185840708,900.0,195.7565143375942,226,2025-01-06,2025-04-19,104,1.0,281188.08628318587,174105.5
49369605,238.34126976190475,230.0,47.60203641230895,42,2025-02-25,2025-04-07,42,1.0,86994.56346309524,10010.33333
49824103,458.4962264150943,440.0,94.83214235542547,106,2025-02-24,2025-04-20,56,1.0,167351.12264150943,48600.6
49968308,717.0204081632653,700.0,125.13184543311345,49,2025-01-26,2025-03-31,65,0.7538461538461538,197290.92307692306,35134.0
50047341,340.41610378378374,300.0,89.04076727318015,74,2025-02-17,2025-04-20,63,1.0,124251.87788108106,25190.79168
50059423,521.5606068181819,500.0,162.8519272553273,88,2025-02-15,2025-04-16,61,1.0,190369.6214886364,45897.3334
50085393,640.4761904761905,650.0,48.436651157749004,42,2025-01-28,2025-02-27,31,1.0,233773.80952380953,26900.0
50243281,513.6,467.0,94.56065591491434,35,2025-01-27,2025-04-06,70,0.5,93732.0,17976.0
50535771,630.6818181818181,650.0,265.718838355662,44,2025-01-11,2025-04-06,86,0.5116279069767442,117776.16279069766,27749.999999999996
50561328,886.25,700.0,439.7304048475252,20,2025-02-09,2025-03-07,27,0.7407407407407407,239615.74074074073,17725.0
50958684,1019.9251358288769,920.0,148.07858557443518,187,2025-01-12,2025-04-20,99,1.0,372272.6745775401,190726.0004
51301217,523.5373134328358,399.0,161.35245895509254,67,2025-01-21,2025-04-07,77,0.8701298701298701,166274.0909090909,35077.0
51403736,165.8909090909091,160.0,14.414078415412362,55,2025-01-19,2025-04-06,78,0.7051282051282052,42695.64102564103,9124.0
51405106,894.0846153846154,1000.0,186.13181545885996,195,2025-02-01,2025-04-20,79,1.0,326340.8846153846,174346.5
51453135,659.2433862433862,680.0,184.1227158462531,189,2025-01-12,2025-04-20,99,1.0,240623.83597883597,124597.0
51507847,437.5,400.0,67.08203932499369,16,2025-02-19,2025-04-07,48,0.3333333333333333,53229.166666666664,7000.0
51669111,733.9916162601626,800.0,125.42726564159958,246,2025-01-08,2025-04-19,102,1.0,267906.93993495934,180561.9376
51683537,441.6506849315069,400.0,49.14658381732389,73,2025-02-23,2025-04-12,49,1.0,161202.5,32240.5
51785337,319.63806127659575,317.0,25.54973823146578,141,2025-02-12,2025-04-20,68,1.0,116667.89236595745,45068.96664
51825638,658.4461538461538,650.0,31.962138088890768,195,2025-01-27,2025-04-20,84,1.0,240332.84615384616,128397.0
51861410,700.0,700.0,0.0,18,2025-01-30,2025-02-27,29,0.6206896551724138,158586.20689655174,12600.0
51866473,543.0496916666666,450.0,168.3271666927521,108,2025-02-18,2025-04-20,62,1.0,198213.1374583333,58649.36669999999
51983017,635.9827586206897,549.0,125.18233007715908,29,2025-02-26,2025-04-07,41,0.7073170731707317,164192.13414634144,18443.5
51990592,954.881665,959.125,283.9140313720984,60,2025-01-16,2025-04-07,82,0.7317073170731707,255023.27394512197,57292.8999
52025452,442.8237173076923,400.0,134.47980651371913,52,2025-01-28,2025-04-07,70,0.7428571428571429,120068.48792142858,23026.8333
52059007,922.6408023715414,1000.0,123.20560013056868,253,2025-01-06,2025-04-20,105,1.0,336763.89286561264,233428.123
52172003,317.0,317.0,0.0,99,2025-03-10,2025-04-20,42,1.0,115705.0,31383.0
52214716,1555.8582908212559,1657.0,309.1134245883287,207,2025-01-18,2025-04-20,93,1.0,567888.2761497584,322062.6662
52266549,661.4611111111111,700.0,60.79660787811119,180,2025-01-26,2025-04-20,85,1.0,241433.30555555556,119063.0
52346232,763.9527027027027,890.0,261.1365877766631,148,2025-01-14,2025-04-16,93,1.0,278842.7364864865,113065.0
52348108,553.4246575342465,400.0,195.84729863738647,73,2025-03-09,2025-04-20,43,1.0,201999.99999999997,40400.0
52354467,584.009375,450.0,160.02029619574975,160,2025-02-01,2025-04-20,79,1.0,213163.421875,93441.5
52358821,690.8214285714286,600.0,141.79657588557757,84,2025-01-13,2025-04-06,84,1.0,252149.82142857142,58029.0
52365560,324.53333333333336,300.0,35.859837254621326,75,2025-02-05,2025-04-20,75,1.0,118454.66666666667,24340.000000000004
