dist_praia_km,number_of_bedrooms,number_of_bathrooms,number_of_beds,number_of_guests,cleaning_fee,picture_count,star_rating,guest_satisfaction_overall,cleanliness_rating,location_rating,value_rating,number_of_reviews,can_instant_book,tem_estacionamento,is_superhost,is_professional,is_guest_favorite,is_new_listing,listing_type_apart,years_host,months_host
0.8191052813693627,2,2.0,2,6,150.0,12,5.0,5.0,5.0,4.900000095367432,5.0,10,0.0,1,1.0,0.0,1.0,0.0,1.0,7,10
1.4202419474125265,1,1.0,1,4,100.0,22,5.0,5.0,4.96999979019165,4.849999904632568,4.980000019073486,61,0.0,1,1.0,0.0,1.0,0.0,0.0,6,8
0.2851935584950745,3,2.0,4,6,200.0,15,4.570000171661377,4.0,4.429999828338623,5.0,4.360000133514404,14,0.0,1,0.0,0.0,0.0,0.0,1.0,3,6
0.18562178593034612,2,2.0,2,4,290.0,15,5.0,5.0,5.0,5.0,5.0,9,0.0,1,0.0,0.0,1.0,0.0,1.0,2,0
1.1971489861852995,2,2.0,2,6,200.0,25,5.0,5.0,4.949999809265137,5.0,4.809999942779541,21,1.0,1,0.0,0.0,0.0,0.0,1.0,7,0
0.39186482270245815,2,2.0,2,4,300.0,0,5.0,5.0,5.0,5.0,4.0,2,1.0,1,1.0,0.0,0.0,1.0,1.0,1,3
0.38858379891820904,2,1.0,3,6,200.0,25,4.869999885559082,4.0,4.909999847412109,4.929999828338623,4.840000152587891,45,1.0,1,1.0,0.0,1.0,0.0,1.0,2,2
0.6823239891167157,3,2.0,5,8,300.0,17,4.900000095367432,4.0,4.5,4.900000095367432,4.800000190734863,10,0.0,1,1.0,0.0,0.0,0.0,1.0,5,0
1.1907805408883414,4,3.0,7,10,270.0,37,4.880000114440918,4.0,4.809999942779541,5.0,4.809999942779541,43,1.0,1,1.0,0.0,1.0,0.0,1.0,5,3
0.22693962074145216,3,2.0,3,6,250.0,10,5.0,5.0,4.690000057220459,5.0,5.0,13,0.0,1,1.0,0.0,1.0,0.0,1.0,4,11
0.3985221392672563,3,2.0,3,6,250.0,39,4.980000019073486,4.0,4.980000019073486,4.980000019073486,4.860000133514404,42,0.0,1,1.0,0.0,1.0,0.0,1.0,8,2
0.7240762013912608,2,2.0,3,6,150.0,17,5.0,5.0,5.0,4.699999809265137,4.800000190734863,10,0.0,1,0.0,0.0,0.0,0.0,1.0,2,3
2.1298813709761517,3,2.0,3,7,100.0,25,4.849999904632568,4.0,4.599999904632568,4.949999809265137,4.849999904632568,20,0.0,1,1.0,0.0,0.0,0.0,0.0,2,3
3.1057885042596105,2,1.0,4,5,100.0,39,4.980000019073486,4.0,4.980000019073486,4.809999942779541,4.960000038146973,54,1.0,1,1.0,0.0,1.0,0.0,0.0,3,11
2.0379144279132824,2,1.0,4,5,200.0,22,4.829999923706055,4.0,4.849999904632568,4.900000095367432,4.809999942779541,81,0.0,1,1.0,1.0,0.0,0.0,1.0,8,0
0.15377429903559095,3,3.0,7,13,300.0,33,5.0,5.0,5.0,5.0,4.940000057220459,18,0.0,1,1.0,1.0,1.0,0.0,1.0,3,4
0.09261589772924292,4,6.0,4,12,500.0,0,4.940000057220459,4.0,4.909999847412109,4.960000038146973,4.869999885559082,0,0.0,1,0.0,0.0,0.0,0.0,0.0,6,0
0.290411424576171,1,1.0,1,2,250.0,0,5.0,5.0,5.0,5.0,5.0,4,1.0,1,0.0,1.0,0.0,0.0,1.0,6,1
0.37083716698486324,3,2.0,4,8,250.0,21,5.0,5.0,4.880000114440918,4.809999942779541,5.0,16,0.0,1,1.0,0.0,1.0,0.0,1.0,0,11
0.13855849337298856,2,3.0,4,6,300.0,13,5.0,5.0,4.940000057220459,4.940000057220459,4.940000057220459,17,0.0,1,0.0,0.0,1.0,0.0,1.0,4,1
0.2319691358224018,3,2.0,3,8,250.0,36,4.860000133514404,4.0,4.860000133514404,4.929999828338623,4.789999961853027,14,0.0,1,0.0,0.0,1.0,0.0,1.0,4,3
0.035200214160174735,1,1.0,2,4,170.0,0,4.940000057220459,4.0,4.909999847412109,4.960000038146973,4.869999885559082,0,1.0,1,0.0,1.0,0.0,1.0,1.0,6,1
1.190780541757786,3,3.0,4,7,300.0,26,5.0,5.0,5.0,5.0,4.940000057220459,18,0.0,1,1.0,0.0,1.0,0.0,1.0,8,11
0.3388124381193989,3,2.0,4,12,200.0,11,4.570000171661377,4.0,4.070000171661377,4.929999828338623,4.639999866485596,14,0.0,1,0.0,0.0,0.0,0.0,1.0,6,9
1.0414998597962786,2,2.0,4,4,220.0,19,4.949999809265137,4.0,4.820000171661377,4.590000152587891,4.760000228881836,39,1.0,1,1.0,0.0,1.0,0.0,1.0,3,1
0.3827320894828356,3,2.0,5,8,250.0,40,4.980000019073486,4.0,4.96999979019165,4.929999828338623,4.869999885559082,61,1.0,1,1.0,0.0,1.0,0.0,1.0,6,0
0.7874480986577406,3,4.0,3,8,300.0,21,5.0,5.0,5.0,4.829999923706055,4.829999923706055,6,0.0,1,1.0,0.0,1.0,0.0,1.0,7,2
0.04787179432808952,1,1.0,2,4,190.0,0,4.860000133514404,4.0,5.0,4.909999847412109,4.909999847412109,22,1.0,0,0.0,1.0,1.0,0.0,1.0,6,1
0.0509775305899246,1,1.0,1,2,150.0,0,5.0,5.0,5.0,5.0,5.0,4,1.0,0,0.0,1.0,0.0,0.0,1.0,6,1
0.5042826783008587,3,3.0,4,9,300.0,32,5.0,5.0,5.0,5.0,5.0,5,0.0,1,0.0,0.0,0.0,0.0,1.0,3,0
0.8399286010081459,3,2.0,3,8,350.0,42,4.820000171661377,4.0,4.949999809265137,4.96999979019165,4.679999828338623,38,1.0,1,1.0,0.0,1.0,0.0,1.0,5,0
0.2779014898309167,2,1.0,3,3,0.0,9,4.670000076293945,4.0,4.829999923706055,4.75,4.670000076293945,12,1.0,1,0.0,0.0,0.0,0.0,1.0,5,1
2.1714225164748306,3,3.0,3,6,300.0,19,4.940000057220459,4.0,5.0,4.940000057220459,4.760000228881836,17,0.0,1,0.0,0.0,1.0,0.0,1.0,5,7
0.08627992366400053,2,2.0,4,6,250.0,19,4.809999942779541,4.0,4.860000133514404,4.940000057220459,4.670000076293945,36,0.0,1,1.0,0.0,0.0,0.0,1.0,7,11
0.5009535663157784,2,2.0,2,4,369.0,0,5.0,5.0,5.0,5.0,5.0,4,1.0,1,0.0,1.0,0.0,0.0,1.0,6,1
1.6127572941420338,2,2.0,3,6,180.0,20,4.670000076293945,4.0,4.800000190734863,4.800000190734863,4.730000019073486,15,0.0,1,0.0,0.0,0.0,0.0,1.0,6,0
0.5900453367832721,3,4.0,4,6,300.0,15,5.0,5.0,5.0,5.0,5.0,15,1.0,1,0.0,0.0,1.0,0.0,1.0,2,1
1.3463008562646452,3,3.0,6,12,350.0,43,5.0,5.0,4.880000114440918,5.0,5.0,26,1.0,1,1.0,0.0,1.0,0.0,1.0,4,0
1.6372477372328438,3,2.0,6,8,290.0,25,5.0,5.0,4.940000057220459,5.0,5.0,16,0.0,1,1.0,0.0,1.0,0.0,1.0,1,0
1.8708983007588498,2,2.0,2,6,250.0,26,5.0,5.0,5.0,5.0,5.0,9,0.0,1,0.0,0.0,1.0,0.0,1.0,2,0
0.4087021891622721,2,2.0,3,6,280.0,48,4.730000019073486,4.0,4.449999809265137,4.550000190734863,4.449999809265137,11,0.0,1,0.0,0.0,0.0,0.0,1.0,5,4
0.026111769462679745,1,1.0,1,2,150.0,0,5.0,5.0,5.0,4.860000133514404,5.0,7,1.0,0,0.0,1.0,1.0,0.0,1.0,6,1
0.33361362697378705,2,2.0,4,6,250.0,10,5.0,5.0,5.0,5.0,4.800000190734863,5,0.0,1,0.0,0.0,0.0,0.0,1.0,2,0
0.12423023000374557,3,2.0,6,8,180.0,17,4.889999866485596,4.0,4.679999828338623,5.0,4.889999866485596,19,0.0,1,1.0,0.0,1.0,0.0,1.0,7,7
0.04787179432808952,1,1.0,1,2,150.0,0,5.0,5.0,5.0,4.670000076293945,4.670000076293945,3,1.0,0,0.0,1.0,0.0,0.0,1.0,6,1
0.15595817375977,3,2.0,5,8,300.0,23,4.849999904632568,4.0,5.0,5.0,4.769999980926514,13,0.0,1,1.0,0.0,1.0,0.0,1.0,3,5
1.183753596079026,3,2.0,4,7,300.0,16,5.0,5.0,4.849999904632568,4.880000114440918,4.96999979019165,34,0.0,1,1.0,0.0,1.0,0.0,1.0,4,10
